knw21,IS17Spring2015,3ADFB,jWhile3,2015-02-03 10:29:52.921,while_v2,P::LOCAL::COS
knw21,IS17Spring2015,3ADFB,jWhile3,2015-02-03 10:29:52.921,while_v2,P::GLOBAL::AS::GOAL
knw21,IS17Spring2015,3ADFB,jWhile3,2015-02-03 10:29:52.921,while_v2,P::LOCAL::AS::GOAL
knw21,IS17Spring2015,3ADFB,jWhile3,2015-02-03 10:29:52.921,while_v2,P::LOCAL::COS::GOAL
knw21,IS17Spring2015,3ADFB,jBoolean_Method,2015-02-03 10:32:27.171,CreateString_v2,P::GLOBAL::AS
knw21,IS17Spring2015,3ADFB,jBoolean_Method,2015-02-03 10:32:27.171,CreateString_v2,P::GLOBAL::COS
knw21,IS17Spring2015,3ADFB,jIfelse1,2015-02-03 10:35:14.515,OperatorExample_v2,P::GLOBAL::AS
knw21,IS17Spring2015,3ADFB,jIfelse1,2015-02-03 10:35:14.515,OperatorExample_v2,P::GLOBAL::COS
dwr12,IS17Spring2015,95E74,jbooleanOperationsOR,2015-01-31 14:41:16.499,conditional_operators_v2,GLOBAL::COS
dwr12,IS17Spring2015,95E74,jbooleanOperationsOR,2015-01-31 14:41:16.499,boolean_expression_v2,GLOBAL::COS
dwr12,IS17Spring2015,95E74,jbooleanOperationsOR,2015-01-31 14:41:16.499,JavaTutorial_4_2_5,LOCAL::COS
dwr12,IS17Spring2015,95E74,jbooleanOperationsOR,2015-01-31 14:41:16.499,conditional_operators_v2,P::GLOBAL::AS::GOAL
dwr12,IS17Spring2015,95E74,jbooleanOperationsOR,2015-01-31 14:41:16.499,conditional_operators_v2,P::GLOBAL::COS::GOAL
dwr12,IS17Spring2015,95E74,jbooleanOperationsOR,2015-01-31 14:41:16.499,conditional_operators_v2,P::LOCAL::AS::GOAL
dwr12,IS17Spring2015,95E74,jbooleanOperationsOR,2015-01-31 14:41:16.499,boolean_expression_v2,P::LOCAL::AS::GOAL
dwr12,IS17Spring2015,95E74,jbooleanOperationsOR,2015-01-31 14:41:16.499,conditional_operators_v2,P::LOCAL::COS::GOAL
ggs6,IS17Spring2015,0A992,jInheritance1,2015-03-31 03:18:25.578,OverridingObjectMethods,NAIVE::LOCAL
ggs6,IS17Spring2015,0A992,jInheritance1,2015-03-31 03:18:25.578,OverridingObjectMethods,GLOBAL::AS
ggs6,IS17Spring2015,0A992,jInheritance1,2015-03-31 03:18:25.578,OverridingObjectMethods,GLOBAL::COS
ggs6,IS17Spring2015,0A992,jInheritance1,2015-03-31 03:18:25.578,OverridingObjectMethods,P::GLOBAL::AS
ggs6,IS17Spring2015,0A992,jInheritance1,2015-03-31 03:18:25.578,OverridingObjectMethods,P::GLOBAL::COS
ggs6,IS17Spring2015,0A992,jInheritance1,2015-03-31 03:18:25.578,OverridingObjectMethods,P::GLOBAL::AS::GOAL
ggs6,IS17Spring2015,0A992,jInheritance1,2015-03-31 03:18:25.578,OverridingObjectMethods,P::GLOBAL::COS::GOAL
ggs6,IS17Spring2015,0A992,jInheritance1,2015-03-31 03:18:25.578,OverridingObjectMethods,P::LOCAL::AS::GOAL
ggs6,IS17Spring2015,0A992,jInheritance1,2015-03-31 03:18:25.578,OverridingObjectMethods,P::LOCAL::COS::GOAL
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,PrimitiveDataTypes_v2,RANDOM::BASELINE
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,OperatorExample_v2,RANDOM::BASELINE
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,constant_v2,RANDOM::BASELINE
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,Constants_v2,RANDOM::BASELINE
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,HelloWorld2_v2,RANDOM::BASELINE
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,PrimitiveDataTypes_v2,NAIVE::LOCAL
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,VariableDemo,NAIVE::LOCAL
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,PrintTester,NAIVE::LOCAL
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,variables2_v2,NAIVE::LOCAL
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,arithmetic_v2,NAIVE::LOCAL
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,JavaTutorial_4_1_5,GLOBAL::AS
sia28,IS17Spring2015,EDADB,jusingFloat,2015-02-15 09:20:19.475,OperatorExample_v2,GLOBAL::AS
