jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C07,RANDOM::BASELINE,AP,1,Low
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C07,RANDOM::BASELINE,nDCG,1,Low
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C07,RANDOM::BASELINE,QMeasure,1,Low
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C07,RANDOM::BASELINE,RMSE,0.43,Low
jif_else5,Decisions,medium,us13C07,RANDOM::BASELINE,AP,0.8,Low
jif_else5,Decisions,medium,us13C07,RANDOM::BASELINE,nDCG,0.82,Low
jif_else5,Decisions,medium,us13C07,RANDOM::BASELINE,QMeasure,0.83,Low
jif_else5,Decisions,medium,us13C07,RANDOM::BASELINE,RMSE,0.4,Low
jfor2,Loops_for,easy,us13C07,RANDOM::BASELINE,AP,0.42,Low
jfor2,Loops_for,easy,us13C07,RANDOM::BASELINE,nDCG,0.57,Low
jfor2,Loops_for,easy,us13C07,RANDOM::BASELINE,QMeasure,0.53,Low
jfor2,Loops_for,easy,us13C07,RANDOM::BASELINE,RMSE,0.56,Low
jfor1,Loops_for,easy,us13C07,RANDOM::BASELINE,AP,0.81,Low
jfor1,Loops_for,easy,us13C07,RANDOM::BASELINE,nDCG,0.81,Low
jfor1,Loops_for,easy,us13C07,RANDOM::BASELINE,QMeasure,0.84,Low
jfor1,Loops_for,easy,us13C07,RANDOM::BASELINE,RMSE,0.51,Low
jif_else1,Decisions Boolean_Expressions ,easy,us13C07,RANDOM::BASELINE,AP,1,Low
jif_else1,Decisions Boolean_Expressions ,easy,us13C07,RANDOM::BASELINE,nDCG,0.9,Low
jif_else1,Decisions Boolean_Expressions ,easy,us13C07,RANDOM::BASELINE,QMeasure,0.82,Low
jif_else1,Decisions Boolean_Expressions ,easy,us13C07,RANDOM::BASELINE,RMSE,0.25,Low
jboolean_operators1,Boolean_Expressions,easy,us13C08,RANDOM::BASELINE,AP,0.89,Low
jboolean_operators1,Boolean_Expressions,easy,us13C08,RANDOM::BASELINE,nDCG,0.94,Low
jboolean_operators1,Boolean_Expressions,easy,us13C08,RANDOM::BASELINE,QMeasure,0.91,Low
jboolean_operators1,Boolean_Expressions,easy,us13C08,RANDOM::BASELINE,RMSE,0.4,Low
jboolean_var,Boolean_Expressions,easy,us13C08,RANDOM::BASELINE,AP,0.58,Low
jboolean_var,Boolean_Expressions,easy,us13C08,RANDOM::BASELINE,nDCG,0.75,Low
jboolean_var,Boolean_Expressions,easy,us13C08,RANDOM::BASELINE,QMeasure,0.62,Low
jboolean_var,Boolean_Expressions,easy,us13C08,RANDOM::BASELINE,RMSE,0.48,Low
jvariable1,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,AP,0.92,Low
jvariable1,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,nDCG,0.95,Low
jvariable1,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,QMeasure,0.95,Low
jvariable1,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,RMSE,0.43,Low
jwhile3,Loops_while,medium,us13C08,RANDOM::BASELINE,AP,0.59,Low
jwhile3,Loops_while,medium,us13C08,RANDOM::BASELINE,nDCG,0.78,Low
jwhile3,Loops_while,medium,us13C08,RANDOM::BASELINE,QMeasure,0.64,Low
jwhile3,Loops_while,medium,us13C08,RANDOM::BASELINE,RMSE,0.51,Low
jwhile4,Loops_while,medium,us13C08,RANDOM::BASELINE,AP,0.5,Low
jwhile4,Loops_while,medium,us13C08,RANDOM::BASELINE,nDCG,0.75,Low
jwhile4,Loops_while,medium,us13C08,RANDOM::BASELINE,QMeasure,0.58,Low
jwhile4,Loops_while,medium,us13C08,RANDOM::BASELINE,RMSE,0.6,Low
joperator1,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,AP,0.95,Low
joperator1,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,nDCG,0.98,Low
joperator1,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,QMeasure,0.97,Low
joperator1,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,RMSE,0.4,Low
jincrement,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,AP,1,Low
jincrement,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,nDCG,1,Low
jincrement,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,QMeasure,1,Low
jincrement,Arithmetic_Operations,easy,us13C08,RANDOM::BASELINE,RMSE,0.56,Low
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C08,RANDOM::BASELINE,AP,0.5,Low
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C08,RANDOM::BASELINE,nDCG,1,Low
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C08,RANDOM::BASELINE,QMeasure,0.75,Low
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C08,RANDOM::BASELINE,RMSE,0.68,Low
jif_else5,Decisions,medium,us13C08,RANDOM::BASELINE,AP,0.48,Low
jif_else5,Decisions,medium,us13C08,RANDOM::BASELINE,nDCG,0.59,Low
jif_else5,Decisions,medium,us13C08,RANDOM::BASELINE,QMeasure,0.55,Low
jif_else5,Decisions,medium,us13C08,RANDOM::BASELINE,RMSE,0.51,Low
jfor2,Loops_for,easy,us13C08,RANDOM::BASELINE,AP,0,Low
jfor2,Loops_for,easy,us13C08,RANDOM::BASELINE,nDCG,0,Low
jfor2,Loops_for,easy,us13C08,RANDOM::BASELINE,QMeasure,0,Low
jfor2,Loops_for,easy,us13C08,RANDOM::BASELINE,RMSE,0.75,Low
jfor1,Loops_for,easy,us13C08,RANDOM::BASELINE,AP,0.81,Low
jfor1,Loops_for,easy,us13C08,RANDOM::BASELINE,nDCG,0.7,Low
jfor1,Loops_for,easy,us13C08,RANDOM::BASELINE,QMeasure,0.73,Low
jfor1,Loops_for,easy,us13C08,RANDOM::BASELINE,RMSE,0.43,Low
jif_else1,Decisions Boolean_Expressions ,easy,us13C08,RANDOM::BASELINE,AP,1,Low
jif_else1,Decisions Boolean_Expressions ,easy,us13C08,RANDOM::BASELINE,nDCG,1,Low
jif_else1,Decisions Boolean_Expressions ,easy,us13C08,RANDOM::BASELINE,QMeasure,1,Low
jif_else1,Decisions Boolean_Expressions ,easy,us13C08,RANDOM::BASELINE,RMSE,0.25,Low
jboolean_operators1,Boolean_Expressions,easy,us13C05,RANDOM::BASELINE,AP,1,High
jboolean_operators1,Boolean_Expressions,easy,us13C05,RANDOM::BASELINE,nDCG,1,High
jboolean_operators1,Boolean_Expressions,easy,us13C05,RANDOM::BASELINE,QMeasure,1,High
jboolean_operators1,Boolean_Expressions,easy,us13C05,RANDOM::BASELINE,RMSE,0.43,High
jvariable1,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,AP,0,High
jvariable1,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,nDCG,0,High
jvariable1,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,QMeasure,0,High
jvariable1,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,RMSE,0.75,High
joperator1,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,AP,0,High
joperator1,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,nDCG,0,High
joperator1,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,QMeasure,0,High
joperator1,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,RMSE,0.75,High
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C05,RANDOM::BASELINE,AP,0.33,High
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C05,RANDOM::BASELINE,nDCG,0.63,High
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C05,RANDOM::BASELINE,QMeasure,0.6,High
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,us13C05,RANDOM::BASELINE,RMSE,0.68,High
jincrement,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,AP,0,High
jincrement,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,nDCG,0,High
jincrement,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,QMeasure,0,High
jincrement,Arithmetic_Operations,easy,us13C05,RANDOM::BASELINE,RMSE,0.75,High
jif_else5,Decisions,medium,us13C05,RANDOM::BASELINE,AP,0.37,High
jif_else5,Decisions,medium,us13C05,RANDOM::BASELINE,nDCG,0.53,High
jif_else5,Decisions,medium,us13C05,RANDOM::BASELINE,QMeasure,0.49,High
jif_else5,Decisions,medium,us13C05,RANDOM::BASELINE,RMSE,0.6,High
jif_else1,Decisions Boolean_Expressions ,easy,us13C05,RANDOM::BASELINE,AP,1,High
jif_else1,Decisions Boolean_Expressions ,easy,us13C05,RANDOM::BASELINE,nDCG,1,High
jif_else1,Decisions Boolean_Expressions ,easy,us13C05,RANDOM::BASELINE,QMeasure,1,High
jif_else1,Decisions Boolean_Expressions ,easy,us13C05,RANDOM::BASELINE,RMSE,0.25,High
jarray2,Arrays,medium,us13C05,RANDOM::BASELINE,AP,1,High
jarray2,Arrays,medium,us13C05,RANDOM::BASELINE,nDCG,1,High
jarray2,Arrays,medium,us13C05,RANDOM::BASELINE,QMeasure,1,High
jarray2,Arrays,medium,us13C05,RANDOM::BASELINE,RMSE,0.51,High
jarray1,Arrays,medium,us13C05,RANDOM::BASELINE,AP,0.92,High
jarray1,Arrays,medium,us13C05,RANDOM::BASELINE,nDCG,0.95,High
jarray1,Arrays,medium,us13C05,RANDOM::BASELINE,QMeasure,0.95,High
jarray1,Arrays,medium,us13C05,RANDOM::BASELINE,RMSE,0.43,High
jclasses_constructor,Classes,medium,us13C05,RANDOM::BASELINE,AP,0.32,High
jclasses_constructor,Classes,medium,us13C05,RANDOM::BASELINE,nDCG,0.47,High
jclasses_constructor,Classes,medium,us13C05,RANDOM::BASELINE,QMeasure,0.45,High
jclasses_constructor,Classes,medium,us13C05,RANDOM::BASELINE,RMSE,0.6,High
jba_ques,Classes,medium,us13C05,RANDOM::BASELINE,AP,0.58,High
jba_ques,Classes,medium,us13C05,RANDOM::BASELINE,nDCG,0.82,High
jba_ques,Classes,medium,us13C05,RANDOM::BASELINE,QMeasure,0.65,High
jba_ques,Classes,medium,us13C05,RANDOM::BASELINE,RMSE,0.48,High
