P::LOCAL::COS,1,1.0,10.8,OperatorExample_v2:1.0:10.8
P::GLOBAL::AS,1,0.0,3.74,OperatorExample_v2:0.0:3.74
P::GLOBAL::COS,1,0.0,3.74,OperatorExample_v2:0.0:3.74
P::LOCAL::COS,1,0.0,3.74,OperatorExample_v2:0.0:3.74
P::GLOBAL::AS::GOAL,1,0.0,5.82,Constants_v2:0.0:5.82
P::LOCAL::AS::GOAL,1,0.0,5.82,Constants_v2:0.0:5.82
P::LOCAL::COS::GOAL,1,0.0,5.82,Constants_v2:0.0:5.82
GLOBAL::COS,1,0.5,27.79,JavaTutorial_4_6_9:0.5:27.79
NAIVE::LOCAL,1,0.0,1.49,JavaTutorial_4_6_9:0.0:1.49
GLOBAL::COS,2,0.0,1.49,JavaTutorial_4_6_9:0.0:1.49
GLOBAL::COS,2,0.5,30.72,JavaTutorial_4_6_6:0.5:30.72
P::GLOBAL::AS::GOAL,1,0.0,1.49,JavaTutorial_4_6_9:0.0:1.49
P::LOCAL::COS::GOAL,1,0.5,30.72,JavaTutorial_4_6_6:0.5:30.72
NAIVE::LOCAL,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
GLOBAL::AS,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
GLOBAL::COS,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
LOCAL::AS,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
LOCAL::COS,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
P::GLOBAL::AS,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
P::LOCAL::AS,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
P::LOCAL::COS,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
P::GLOBAL::AS::GOAL,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
P::LOCAL::AS::GOAL,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
P::LOCAL::COS::GOAL,1,0.6666666666666666,11.78,OperatorExample_v2:0.6666666666666666:11.78
NAIVE::LOCAL,1,0.0,14.28,JavaTutorial_4_6_6:0.0:14.28
GLOBAL::AS,3,0.0,1.73,JavaTutorial_4_6_9:0.0:1.73
GLOBAL::AS,3,0.0,1.18,using_array_v2:0.0:1.18
GLOBAL::AS,3,0.0,14.28,JavaTutorial_4_6_6:0.0:14.28
GLOBAL::COS,1,0.0,1.73,JavaTutorial_4_6_9:0.0:1.73
P::GLOBAL::AS,2,0.0,1.18,using_array_v2:0.0:1.18
P::GLOBAL::AS,2,0.0,1.73,JavaTutorial_4_6_9:0.0:1.73
P::GLOBAL::COS,2,0.0,1.18,using_array_v2:0.0:1.18
P::GLOBAL::COS,2,0.0,1.73,JavaTutorial_4_6_9:0.0:1.73
P::LOCAL::COS,1,0.0,1.73,JavaTutorial_4_6_9:0.0:1.73
P::GLOBAL::AS::GOAL,3,0.0,1.73,JavaTutorial_4_6_9:0.0:1.73
P::GLOBAL::AS::GOAL,3,0.0,14.28,JavaTutorial_4_6_6:0.0:14.28
P::GLOBAL::AS::GOAL,3,0.0,1.18,using_array_v2:0.0:1.18
NAIVE::LOCAL,1,1.0,10.81,TypeCasting_v2:1.0:10.81
GLOBAL::AS,1,1.0,10.81,TypeCasting_v2:1.0:10.81
LOCAL::AS,1,1.0,10.81,TypeCasting_v2:1.0:10.81
LOCAL::COS,1,1.0,10.81,TypeCasting_v2:1.0:10.81
P::LOCAL::AS,1,1.0,10.81,TypeCasting_v2:1.0:10.81
