jInheritance2,Inheritance,hard,-,RANDOM::BASELINE,AP,0.49
jInheritance2,Inheritance,hard,-,RANDOM::BASELINE,nDCG,0.9
jInheritance2,Inheritance,hard,-,RANDOM::BASELINE,QMeasure,0.52
jInheritance2,Inheritance,hard,-,RANDOM::BASELINE,RMSE,0.32
jarray4,Arrays,medium,-,RANDOM::BASELINE,AP,0.39
jarray4,Arrays,medium,-,RANDOM::BASELINE,nDCG,0.66
jarray4,Arrays,medium,-,RANDOM::BASELINE,QMeasure,0.44
jarray4,Arrays,medium,-,RANDOM::BASELINE,RMSE,0.36
jwhile3,Loops_while,medium,-,RANDOM::BASELINE,AP,0.16
jwhile3,Loops_while,medium,-,RANDOM::BASELINE,nDCG,0.67
jwhile3,Loops_while,medium,-,RANDOM::BASELINE,QMeasure,0.19
jwhile3,Loops_while,medium,-,RANDOM::BASELINE,RMSE,0.4
jInheritance3,Inheritance,hard,-,RANDOM::BASELINE,AP,0.38
jInheritance3,Inheritance,hard,-,RANDOM::BASELINE,nDCG,0.78
jInheritance3,Inheritance,hard,-,RANDOM::BASELINE,QMeasure,0.4
jInheritance3,Inheritance,hard,-,RANDOM::BASELINE,RMSE,0.32
j2d_arrays1,Two-dimensional_Arrays,medium,-,RANDOM::BASELINE,AP,0.14
j2d_arrays1,Two-dimensional_Arrays,medium,-,RANDOM::BASELINE,nDCG,0.63
j2d_arrays1,Two-dimensional_Arrays,medium,-,RANDOM::BASELINE,QMeasure,0.17
j2d_arrays1,Two-dimensional_Arrays,medium,-,RANDOM::BASELINE,RMSE,0.37
jwhile4,Loops_while,medium,-,RANDOM::BASELINE,AP,0.14
jwhile4,Loops_while,medium,-,RANDOM::BASELINE,nDCG,0.46
jwhile4,Loops_while,medium,-,RANDOM::BASELINE,QMeasure,0.18
jwhile4,Loops_while,medium,-,RANDOM::BASELINE,RMSE,0.33
jfor2,Loops_for,easy,-,RANDOM::BASELINE,AP,0.11
jfor2,Loops_for,easy,-,RANDOM::BASELINE,nDCG,0.5
jfor2,Loops_for,easy,-,RANDOM::BASELINE,QMeasure,0.14
jfor2,Loops_for,easy,-,RANDOM::BASELINE,RMSE,0.4
jfor1,Loops_for,easy,-,RANDOM::BASELINE,AP,0.15
jfor1,Loops_for,easy,-,RANDOM::BASELINE,nDCG,0.41
jfor1,Loops_for,easy,-,RANDOM::BASELINE,QMeasure,0.19
jfor1,Loops_for,easy,-,RANDOM::BASELINE,RMSE,0.4
jclass1,Classes,medium,-,RANDOM::BASELINE,AP,0.23
jclass1,Classes,medium,-,RANDOM::BASELINE,nDCG,0.64
jclass1,Classes,medium,-,RANDOM::BASELINE,QMeasure,0.29
jclass1,Classes,medium,-,RANDOM::BASELINE,RMSE,0.46
jboolean_operators1,Boolean_Expressions,easy,-,GLOBAL::AS,AP,0.92
jboolean_operators1,Boolean_Expressions,easy,-,GLOBAL::AS,nDCG,0.96
jboolean_operators1,Boolean_Expressions,easy,-,GLOBAL::AS,QMeasure,0.93
jboolean_operators1,Boolean_Expressions,easy,-,GLOBAL::AS,RMSE,0.18
jvariable1,Arithmetic_Operations,easy,-,GLOBAL::AS,AP,0.11
jvariable1,Arithmetic_Operations,easy,-,GLOBAL::AS,nDCG,0.47
jvariable1,Arithmetic_Operations,easy,-,GLOBAL::AS,QMeasure,0.15
jvariable1,Arithmetic_Operations,easy,-,GLOBAL::AS,RMSE,0.49
joperator1,Arithmetic_Operations,easy,-,GLOBAL::AS,AP,0.53
joperator1,Arithmetic_Operations,easy,-,GLOBAL::AS,nDCG,0.8
joperator1,Arithmetic_Operations,easy,-,GLOBAL::AS,QMeasure,0.6
joperator1,Arithmetic_Operations,easy,-,GLOBAL::AS,RMSE,0.32
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,GLOBAL::AS,AP,0.86
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,GLOBAL::AS,nDCG,0.88
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,GLOBAL::AS,QMeasure,0.73
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,GLOBAL::AS,RMSE,0.2
jincrement,Arithmetic_Operations,easy,-,GLOBAL::AS,AP,0.23
jincrement,Arithmetic_Operations,easy,-,GLOBAL::AS,nDCG,0.77
jincrement,Arithmetic_Operations,easy,-,GLOBAL::AS,QMeasure,0.27
jincrement,Arithmetic_Operations,easy,-,GLOBAL::AS,RMSE,0.37
jif_else5,Decisions,medium,-,GLOBAL::AS,AP,0.26
jif_else5,Decisions,medium,-,GLOBAL::AS,nDCG,0.74
jif_else5,Decisions,medium,-,GLOBAL::AS,QMeasure,0.3
jif_else5,Decisions,medium,-,GLOBAL::AS,RMSE,0.24
jif_else1,Decisions Boolean_Expressions ,easy,-,GLOBAL::AS,AP,1
jif_else1,Decisions Boolean_Expressions ,easy,-,GLOBAL::AS,nDCG,1
jif_else1,Decisions Boolean_Expressions ,easy,-,GLOBAL::AS,QMeasure,1
jif_else1,Decisions Boolean_Expressions ,easy,-,GLOBAL::AS,RMSE,0.09
jInheritance4,Inheritance,hard,-,GLOBAL::AS,AP,0.42
jInheritance4,Inheritance,hard,-,GLOBAL::AS,nDCG,0.68
jInheritance4,Inheritance,hard,-,GLOBAL::AS,QMeasure,0.41
jInheritance4,Inheritance,hard,-,GLOBAL::AS,RMSE,0.29
jarray2,Arrays,medium,-,GLOBAL::AS,AP,0.43
jarray2,Arrays,medium,-,GLOBAL::AS,nDCG,0.78
jarray2,Arrays,medium,-,GLOBAL::AS,QMeasure,0.47
jarray2,Arrays,medium,-,GLOBAL::AS,RMSE,0.24
jclasses_constructor,Classes,medium,-,GLOBAL::AS,AP,0.73
jclasses_constructor,Classes,medium,-,GLOBAL::AS,nDCG,0.99
jclasses_constructor,Classes,medium,-,GLOBAL::AS,QMeasure,0.74
jclasses_constructor,Classes,medium,-,GLOBAL::AS,RMSE,0.14
jarray1,Arrays,medium,-,GLOBAL::AS,AP,0.48
jarray1,Arrays,medium,-,GLOBAL::AS,nDCG,0.92
jarray1,Arrays,medium,-,GLOBAL::AS,QMeasure,0.51
jarray1,Arrays,medium,-,GLOBAL::AS,RMSE,0.28
jba_ques,Classes,medium,-,GLOBAL::AS,AP,0.4
jba_ques,Classes,medium,-,GLOBAL::AS,nDCG,0.89
jba_ques,Classes,medium,-,GLOBAL::AS,QMeasure,0.42
jba_ques,Classes,medium,-,GLOBAL::AS,RMSE,0.26
jboolean_var,Boolean_Expressions,easy,-,GLOBAL::AS,AP,0.68
jboolean_var,Boolean_Expressions,easy,-,GLOBAL::AS,nDCG,0.84
jboolean_var,Boolean_Expressions,easy,-,GLOBAL::AS,QMeasure,0.61
jboolean_var,Boolean_Expressions,easy,-,GLOBAL::AS,RMSE,0.22
jInheritance1,Inheritance,hard,-,GLOBAL::AS,AP,0.55
jInheritance1,Inheritance,hard,-,GLOBAL::AS,nDCG,0.95
jInheritance1,Inheritance,hard,-,GLOBAL::AS,QMeasure,0.57
jInheritance1,Inheritance,hard,-,GLOBAL::AS,RMSE,0.12
jbankaccount,Classes,medium,-,GLOBAL::AS,AP,0.68
jbankaccount,Classes,medium,-,GLOBAL::AS,nDCG,0.92
jbankaccount,Classes,medium,-,GLOBAL::AS,QMeasure,0.64
jbankaccount,Classes,medium,-,GLOBAL::AS,RMSE,0.18
jInheritance2,Inheritance,hard,-,GLOBAL::AS,AP,0.27
jInheritance2,Inheritance,hard,-,GLOBAL::AS,nDCG,0.68
jInheritance2,Inheritance,hard,-,GLOBAL::AS,QMeasure,0.32
jInheritance2,Inheritance,hard,-,GLOBAL::AS,RMSE,0.21
jarray4,Arrays,medium,-,GLOBAL::AS,AP,0.53
jarray4,Arrays,medium,-,GLOBAL::AS,nDCG,0.88
jarray4,Arrays,medium,-,GLOBAL::AS,QMeasure,0.57
jarray4,Arrays,medium,-,GLOBAL::AS,RMSE,0.34
jwhile3,Loops_while,medium,-,GLOBAL::AS,AP,0.16
jwhile3,Loops_while,medium,-,GLOBAL::AS,nDCG,0.67
jwhile3,Loops_while,medium,-,GLOBAL::AS,QMeasure,0.19
jwhile3,Loops_while,medium,-,GLOBAL::AS,RMSE,0.41
jInheritance3,Inheritance,hard,-,GLOBAL::AS,AP,0.19
jInheritance3,Inheritance,hard,-,GLOBAL::AS,nDCG,0.54
jInheritance3,Inheritance,hard,-,GLOBAL::AS,QMeasure,0.24
jInheritance3,Inheritance,hard,-,GLOBAL::AS,RMSE,0.22
j2d_arrays1,Two-dimensional_Arrays,medium,-,GLOBAL::AS,AP,0.29
j2d_arrays1,Two-dimensional_Arrays,medium,-,GLOBAL::AS,nDCG,0.88
j2d_arrays1,Two-dimensional_Arrays,medium,-,GLOBAL::AS,QMeasure,0.31
j2d_arrays1,Two-dimensional_Arrays,medium,-,GLOBAL::AS,RMSE,0.31
jwhile4,Loops_while,medium,-,GLOBAL::AS,AP,0.21
jwhile4,Loops_while,medium,-,GLOBAL::AS,nDCG,0.7
jwhile4,Loops_while,medium,-,GLOBAL::AS,QMeasure,0.25
jwhile4,Loops_while,medium,-,GLOBAL::AS,RMSE,0.3
jfor2,Loops_for,easy,-,GLOBAL::AS,AP,0.24
jfor2,Loops_for,easy,-,GLOBAL::AS,nDCG,0.77
jfor2,Loops_for,easy,-,GLOBAL::AS,QMeasure,0.26
jfor2,Loops_for,easy,-,GLOBAL::AS,RMSE,0.39
jfor1,Loops_for,easy,-,GLOBAL::AS,AP,0.18
jfor1,Loops_for,easy,-,GLOBAL::AS,nDCG,0.52
jfor1,Loops_for,easy,-,GLOBAL::AS,QMeasure,0.2
jfor1,Loops_for,easy,-,GLOBAL::AS,RMSE,0.44
jclass1,Classes,medium,-,GLOBAL::AS,AP,0.6
jclass1,Classes,medium,-,GLOBAL::AS,nDCG,1
jclass1,Classes,medium,-,GLOBAL::AS,QMeasure,0.6
jclass1,Classes,medium,-,GLOBAL::AS,RMSE,0.29
jboolean_operators1,Boolean_Expressions,easy,-,GLOBAL::COS,AP,1
jboolean_operators1,Boolean_Expressions,easy,-,GLOBAL::COS,nDCG,1
jboolean_operators1,Boolean_Expressions,easy,-,GLOBAL::COS,QMeasure,1
jboolean_operators1,Boolean_Expressions,easy,-,GLOBAL::COS,RMSE,0.31
jvariable1,Arithmetic_Operations,easy,-,GLOBAL::COS,AP,0.33
jvariable1,Arithmetic_Operations,easy,-,GLOBAL::COS,nDCG,1
jvariable1,Arithmetic_Operations,easy,-,GLOBAL::COS,QMeasure,0.33
jvariable1,Arithmetic_Operations,easy,-,GLOBAL::COS,RMSE,0.18
joperator1,Arithmetic_Operations,easy,-,GLOBAL::COS,AP,0.8
joperator1,Arithmetic_Operations,easy,-,GLOBAL::COS,nDCG,1
joperator1,Arithmetic_Operations,easy,-,GLOBAL::COS,QMeasure,0.8
joperator1,Arithmetic_Operations,easy,-,GLOBAL::COS,RMSE,0.21
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,GLOBAL::COS,AP,0.67
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,GLOBAL::COS,nDCG,0.76
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,GLOBAL::COS,QMeasure,0.64
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,GLOBAL::COS,RMSE,0.52
jincrement,Arithmetic_Operations,easy,-,GLOBAL::COS,AP,0.32
jincrement,Arithmetic_Operations,easy,-,GLOBAL::COS,nDCG,0.94
jincrement,Arithmetic_Operations,easy,-,GLOBAL::COS,QMeasure,0.35
jincrement,Arithmetic_Operations,easy,-,GLOBAL::COS,RMSE,0.33
jif_else5,Decisions,medium,-,GLOBAL::COS,AP,0.44
jif_else5,Decisions,medium,-,GLOBAL::COS,nDCG,0.95
jif_else5,Decisions,medium,-,GLOBAL::COS,QMeasure,0.46
jif_else5,Decisions,medium,-,GLOBAL::COS,RMSE,0.21
jif_else1,Decisions Boolean_Expressions ,easy,-,GLOBAL::COS,AP,1
jif_else1,Decisions Boolean_Expressions ,easy,-,GLOBAL::COS,nDCG,1
jif_else1,Decisions Boolean_Expressions ,easy,-,GLOBAL::COS,QMeasure,1
jif_else1,Decisions Boolean_Expressions ,easy,-,GLOBAL::COS,RMSE,0.28
jInheritance4,Inheritance,hard,-,GLOBAL::COS,AP,0.35
jInheritance4,Inheritance,hard,-,GLOBAL::COS,nDCG,0.68
jInheritance4,Inheritance,hard,-,GLOBAL::COS,QMeasure,0.36
jInheritance4,Inheritance,hard,-,GLOBAL::COS,RMSE,0.39
jarray2,Arrays,medium,-,GLOBAL::COS,AP,0.46
jarray2,Arrays,medium,-,GLOBAL::COS,nDCG,0.79
jarray2,Arrays,medium,-,GLOBAL::COS,QMeasure,0.48
jarray2,Arrays,medium,-,GLOBAL::COS,RMSE,0.19
jclasses_constructor,Classes,medium,-,GLOBAL::COS,AP,0.63
jclasses_constructor,Classes,medium,-,GLOBAL::COS,nDCG,0.92
jclasses_constructor,Classes,medium,-,GLOBAL::COS,QMeasure,0.65
jclasses_constructor,Classes,medium,-,GLOBAL::COS,RMSE,0.35
jarray1,Arrays,medium,-,GLOBAL::COS,AP,0.44
jarray1,Arrays,medium,-,GLOBAL::COS,nDCG,0.8
jarray1,Arrays,medium,-,GLOBAL::COS,QMeasure,0.46
jarray1,Arrays,medium,-,GLOBAL::COS,RMSE,0.23
jba_ques,Classes,medium,-,GLOBAL::COS,AP,0.35
jba_ques,Classes,medium,-,GLOBAL::COS,nDCG,0.73
jba_ques,Classes,medium,-,GLOBAL::COS,QMeasure,0.39
jba_ques,Classes,medium,-,GLOBAL::COS,RMSE,0.23
jboolean_var,Boolean_Expressions,easy,-,GLOBAL::COS,AP,0.71
jboolean_var,Boolean_Expressions,easy,-,GLOBAL::COS,nDCG,0.85
jboolean_var,Boolean_Expressions,easy,-,GLOBAL::COS,QMeasure,0.61
jboolean_var,Boolean_Expressions,easy,-,GLOBAL::COS,RMSE,0.38
jInheritance1,Inheritance,hard,-,GLOBAL::COS,AP,0.38
jInheritance1,Inheritance,hard,-,GLOBAL::COS,nDCG,0.81
jInheritance1,Inheritance,hard,-,GLOBAL::COS,QMeasure,0.4
jInheritance1,Inheritance,hard,-,GLOBAL::COS,RMSE,0.25
jbankaccount,Classes,medium,-,GLOBAL::COS,AP,0.51
jbankaccount,Classes,medium,-,GLOBAL::COS,nDCG,0.72
jbankaccount,Classes,medium,-,GLOBAL::COS,QMeasure,0.5
jbankaccount,Classes,medium,-,GLOBAL::COS,RMSE,0.43
jInheritance2,Inheritance,hard,-,GLOBAL::COS,AP,0.52
jInheritance2,Inheritance,hard,-,GLOBAL::COS,nDCG,0.92
jInheritance2,Inheritance,hard,-,GLOBAL::COS,QMeasure,0.55
jInheritance2,Inheritance,hard,-,GLOBAL::COS,RMSE,0.24
jarray4,Arrays,medium,-,GLOBAL::COS,AP,0.55
jarray4,Arrays,medium,-,GLOBAL::COS,nDCG,0.9
jarray4,Arrays,medium,-,GLOBAL::COS,QMeasure,0.59
jarray4,Arrays,medium,-,GLOBAL::COS,RMSE,0.3
jwhile3,Loops_while,medium,-,GLOBAL::COS,AP,0.23
jwhile3,Loops_while,medium,-,GLOBAL::COS,nDCG,0.68
jwhile3,Loops_while,medium,-,GLOBAL::COS,QMeasure,0.26
jwhile3,Loops_while,medium,-,GLOBAL::COS,RMSE,0.25
jInheritance3,Inheritance,hard,-,GLOBAL::COS,AP,0.5
jInheritance3,Inheritance,hard,-,GLOBAL::COS,nDCG,1
jInheritance3,Inheritance,hard,-,GLOBAL::COS,QMeasure,0.5
jInheritance3,Inheritance,hard,-,GLOBAL::COS,RMSE,0.22
j2d_arrays1,Two-dimensional_Arrays,medium,-,GLOBAL::COS,AP,0.28
j2d_arrays1,Two-dimensional_Arrays,medium,-,GLOBAL::COS,nDCG,0.87
j2d_arrays1,Two-dimensional_Arrays,medium,-,GLOBAL::COS,QMeasure,0.3
j2d_arrays1,Two-dimensional_Arrays,medium,-,GLOBAL::COS,RMSE,0.23
jwhile4,Loops_while,medium,-,GLOBAL::COS,AP,0.4
jwhile4,Loops_while,medium,-,GLOBAL::COS,nDCG,0.95
jwhile4,Loops_while,medium,-,GLOBAL::COS,QMeasure,0.41
jwhile4,Loops_while,medium,-,GLOBAL::COS,RMSE,0.14
jfor2,Loops_for,easy,-,GLOBAL::COS,AP,0.19
jfor2,Loops_for,easy,-,GLOBAL::COS,nDCG,0.77
jfor2,Loops_for,easy,-,GLOBAL::COS,QMeasure,0.2
jfor2,Loops_for,easy,-,GLOBAL::COS,RMSE,0.21
jfor1,Loops_for,easy,-,GLOBAL::COS,AP,0.22
jfor1,Loops_for,easy,-,GLOBAL::COS,nDCG,0.58
jfor1,Loops_for,easy,-,GLOBAL::COS,QMeasure,0.22
jfor1,Loops_for,easy,-,GLOBAL::COS,RMSE,0.33
jclass1,Classes,medium,-,GLOBAL::COS,AP,0.6
jclass1,Classes,medium,-,GLOBAL::COS,nDCG,1
jclass1,Classes,medium,-,GLOBAL::COS,QMeasure,0.6
jclass1,Classes,medium,-,GLOBAL::COS,RMSE,0.23
jboolean_operators1,Boolean_Expressions,easy,-,LOCAL::AS,AP,0.92
jboolean_operators1,Boolean_Expressions,easy,-,LOCAL::AS,nDCG,0.96
jboolean_operators1,Boolean_Expressions,easy,-,LOCAL::AS,QMeasure,0.93
jboolean_operators1,Boolean_Expressions,easy,-,LOCAL::AS,RMSE,0.38
jvariable1,Arithmetic_Operations,easy,-,LOCAL::AS,AP,0.11
jvariable1,Arithmetic_Operations,easy,-,LOCAL::AS,nDCG,0.47
jvariable1,Arithmetic_Operations,easy,-,LOCAL::AS,QMeasure,0.15
jvariable1,Arithmetic_Operations,easy,-,LOCAL::AS,RMSE,0.43
joperator1,Arithmetic_Operations,easy,-,LOCAL::AS,AP,0.58
joperator1,Arithmetic_Operations,easy,-,LOCAL::AS,nDCG,0.84
joperator1,Arithmetic_Operations,easy,-,LOCAL::AS,QMeasure,0.64
joperator1,Arithmetic_Operations,easy,-,LOCAL::AS,RMSE,0.25
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,LOCAL::AS,AP,0.84
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,LOCAL::AS,nDCG,0.86
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,LOCAL::AS,QMeasure,0.72
jdouble1,Primitive_Data_Types Arithmetic_Operations ,easy,-,LOCAL::AS,RMSE,0.31
jincrement,Arithmetic_Operations,easy,-,LOCAL::AS,AP,0.14
jincrement,Arithmetic_Operations,easy,-,LOCAL::AS,nDCG,0.48
jincrement,Arithmetic_Operations,easy,-,LOCAL::AS,QMeasure,0.18
jincrement,Arithmetic_Operations,easy,-,LOCAL::AS,RMSE,0.29
jif_else5,Decisions,medium,-,LOCAL::AS,AP,0.24
jif_else5,Decisions,medium,-,LOCAL::AS,nDCG,0.6
jif_else5,Decisions,medium,-,LOCAL::AS,QMeasure,0.27
jif_else5,Decisions,medium,-,LOCAL::AS,RMSE,0.36
jif_else1,Decisions Boolean_Expressions ,easy,-,LOCAL::AS,AP,1
jif_else1,Decisions Boolean_Expressions ,easy,-,LOCAL::AS,nDCG,1
jif_else1,Decisions Boolean_Expressions ,easy,-,LOCAL::AS,QMeasure,1
jif_else1,Decisions Boolean_Expressions ,easy,-,LOCAL::AS,RMSE,0.38
jInheritance4,Inheritance,hard,-,LOCAL::AS,AP,0.24
jInheritance4,Inheritance,hard,-,LOCAL::AS,nDCG,0.53
jInheritance4,Inheritance,hard,-,LOCAL::AS,QMeasure,0.3
jInheritance4,Inheritance,hard,-,LOCAL::AS,RMSE,0.53
jarray2,Arrays,medium,-,LOCAL::AS,AP,0.37
jarray2,Arrays,medium,-,LOCAL::AS,nDCG,0.78
jarray2,Arrays,medium,-,LOCAL::AS,QMeasure,0.41
jarray2,Arrays,medium,-,LOCAL::AS,RMSE,0.26
jclasses_constructor,Classes,medium,-,LOCAL::AS,AP,0.67
jclasses_constructor,Classes,medium,-,LOCAL::AS,nDCG,0.96
jclasses_constructor,Classes,medium,-,LOCAL::AS,QMeasure,0.69
jclasses_constructor,Classes,medium,-,LOCAL::AS,RMSE,0.46
jarray1,Arrays,medium,-,LOCAL::AS,AP,0.3
jarray1,Arrays,medium,-,LOCAL::AS,nDCG,0.63
jarray1,Arrays,medium,-,LOCAL::AS,QMeasure,0.33
jarray1,Arrays,medium,-,LOCAL::AS,RMSE,0.36
jba_ques,Classes,medium,-,LOCAL::AS,AP,0.17
jba_ques,Classes,medium,-,LOCAL::AS,nDCG,0.51
jba_ques,Classes,medium,-,LOCAL::AS,QMeasure,0.22
jba_ques,Classes,medium,-,LOCAL::AS,RMSE,0.34
jboolean_var,Boolean_Expressions,easy,-,LOCAL::AS,AP,0.67
jboolean_var,Boolean_Expressions,easy,-,LOCAL::AS,nDCG,0.89
jboolean_var,Boolean_Expressions,easy,-,LOCAL::AS,QMeasure,0.62
jboolean_var,Boolean_Expressions,easy,-,LOCAL::AS,RMSE,0.39
jInheritance1,Inheritance,hard,-,LOCAL::AS,AP,0.24
jInheritance1,Inheritance,hard,-,LOCAL::AS,nDCG,0.56
jInheritance1,Inheritance,hard,-,LOCAL::AS,QMeasure,0.29
jInheritance1,Inheritance,hard,-,LOCAL::AS,RMSE,0.4
jbankaccount,Classes,medium,-,LOCAL::AS,AP,0.51
jbankaccount,Classes,medium,-,LOCAL::AS,nDCG,0.79
jbankaccount,Classes,medium,-,LOCAL::AS,QMeasure,0.53
jbankaccount,Classes,medium,-,LOCAL::AS,RMSE,0.46
jInheritance2,Inheritance,hard,-,LOCAL::AS,AP,0.23
jInheritance2,Inheritance,hard,-,LOCAL::AS,nDCG,0.54
jInheritance2,Inheritance,hard,-,LOCAL::AS,QMeasure,0.29
jInheritance2,Inheritance,hard,-,LOCAL::AS,RMSE,0.42
jarray4,Arrays,medium,-,LOCAL::AS,AP,0.34
jarray4,Arrays,medium,-,LOCAL::AS,nDCG,0.72
jarray4,Arrays,medium,-,LOCAL::AS,QMeasure,0.4
jarray4,Arrays,medium,-,LOCAL::AS,RMSE,0.29
jwhile3,Loops_while,medium,-,LOCAL::AS,AP,0.15
jwhile3,Loops_while,medium,-,LOCAL::AS,nDCG,0.56
jwhile3,Loops_while,medium,-,LOCAL::AS,QMeasure,0.18
jwhile3,Loops_while,medium,-,LOCAL::AS,RMSE,0.27
jInheritance3,Inheritance,hard,-,LOCAL::AS,AP,0.27
jInheritance3,Inheritance,hard,-,LOCAL::AS,nDCG,0.76
jInheritance3,Inheritance,hard,-,LOCAL::AS,QMeasure,0.29
jInheritance3,Inheritance,hard,-,LOCAL::AS,RMSE,0.42
j2d_arrays1,Two-dimensional_Arrays,medium,-,LOCAL::AS,AP,0.26
j2d_arrays1,Two-dimensional_Arrays,medium,-,LOCAL::AS,nDCG,0.73
